batch_size,seq_len,latency_eager,latency_sdpa,speedup,mem_eager,mem_sdpa,mem_saved
1,128,0.019029844531459617,0.018996579687780013,0.1748035493648461,53.7138671875,53.7138671875,0.0
1,256,0.009660382421827762,0.009776557031404565,-1.2025881016294375,54.7138671875,54.7138671875,0.0
2,128,0.010219795312504942,0.009936404296784218,2.772961757599655,54.7138671875,54.7138671875,0.0
2,256,0.005613406835847101,0.006280127929647605,-11.87729864051251,58.2138671875,58.2138671875,0.0
4,128,0.005409458398508704,0.005506413867184534,-1.79233227308965,58.2138671875,58.2138671875,0.0
4,256,0.003942429394498959,0.003941607421897864,0.020849393073263136,62.7138671875,62.7138671875,0.0
